Code,Depto,Municipio,Censo Electoral,Participación/Total votación,Abstención,Ganador Circunscripción Nacional,Votos Válidos (Nacional),Alianza Verde,Cambio Radical,Centro Democrático,Partido Conservador,FARC,Partido Liberal,Opción Ciudadana,MIRA,Polo Democrático Alternativo,Partido de la U,Somos,Todos Somos Colombia,Coalición Lista de la Decencia (ASI-UP-MAIS),GSC Colombia Justa Libres,GSC Si se puede,GSC Unión con Fortaleza,Voto en Blanco (Nacional),Ganador Circunscripción Indígena,Votos Válidos Indígenas,Autoridad Tradicional Casiyouren,MAIS,AICO,Movimiento Indígena Ambiental - MIA,Movimiento Político Soberanía,ASI,Renovación Étnica de Colombia,Voto en Blanco (Indígena),Vótos Válidos (todas las circunscripciones),Votos Inválidos,Votos Nulos,Tarjetones no Marcados,%Participación,%Abstención,%Votos Válidos (Nacional),%Alianza Verde,%Cambio Radical,%Centro Democrático,%Partido Conservador,%FARC,%Partido Liberal,%Opción Ciudadana,%MIRA,%Polo Democrático Alternativo,%Partido de la U,%Somos,%Todos Somos Colombia,%Coalición Lista de la Decencia (ASI-UP-MAIS),%GSC Colombia Justa Libres,%GSC Si se puede,%GSC Unión con Fortaleza,%Voto en Blanco (Nacional),%Válidos Indígenas,%Autoridad Tradicional Casiyouren,%MAIS,%AICO,%Movimiento Indígena Ambiental - MIA,%Movimiento Político Soberanía,%ASI,%Renovación Étnica de Colombia,%Voto en Blanco (Indígena),%Vótos Válidos (todas las circunscripciones),%Votos Inválidos,%Votos Nulos,%Tarjetones no Marcados
68720,Santander,Santa Helena del Opón,3134,1298,1836,Cambio Radical,1068,12,441,98,53,1,302,35,4,44,13,0,6,0,3,1,5,50,Voto en Blanco ,39,0,0,0,0,0,3,0,36,1107,191,78,113,41.4%,58.6%,82.3%,1.1%,41.3%,9.2%,5.0%,0.1%,28.3%,3.3%,0.4%,4.1%,1.2%,0.0%,0.6%,0.0%,0.3%,0.1%,0.5%,4.7%,3.0%,0.0%,0.0%,0.0%,0.0%,0.0%,7.7%,0.0%,92.3%,85.3%,14.7%,6.0%,8.7%
68745,Santander,Simacota,6060,2915,3145,Partido Liberal,2476,61,539,316,206,5,969,38,18,100,69,13,11,16,11,4,10,90,Voto en Blanco ,53,0,1,1,0,0,4,0,47,2529,386,188,198,48.1%,51.9%,84.9%,2.5%,21.8%,12.8%,8.3%,0.2%,39.1%,1.5%,0.7%,4.0%,2.8%,0.5%,0.4%,0.6%,0.4%,0.2%,0.4%,3.6%,1.8%,0.0%,1.9%,1.9%,0.0%,0.0%,7.5%,0.0%,88.7%,86.8%,13.2%,6.4%,6.8%
68755,Santander,Socorro,24276,12275,12001,Partido Liberal,11190,252,1964,1500,679,38,3165,241,411,1274,263,93,29,114,521,3,77,566,Voto en Blanco ,252,2,0,3,2,0,5,3,237,11442,833,477,356,50.6%,49.4%,91.2%,2.3%,17.6%,13.4%,6.1%,0.3%,28.3%,2.2%,3.7%,11.4%,2.4%,0.8%,0.3%,1.0%,4.7%,0.0%,0.7%,5.1%,2.1%,0.8%,0.0%,1.2%,0.8%,0.0%,2.0%,1.2%,94.0%,93.2%,6.8%,3.9%,2.9%
68770,Santander,Suaita,8314,3463,4851,Partido Liberal,3007,65,1018,264,65,6,1037,38,16,107,69,6,9,11,89,0,17,190,Voto en Blanco ,62,0,0,1,0,0,0,0,61,3069,394,196,198,41.7%,58.3%,86.8%,2.2%,33.9%,8.8%,2.2%,0.2%,34.5%,1.3%,0.5%,3.6%,2.3%,0.2%,0.3%,0.4%,3.0%,0.0%,0.6%,6.3%,1.8%,0.0%,0.0%,1.6%,0.0%,0.0%,0.0%,0.0%,98.4%,88.6%,11.4%,5.7%,5.7%
68773,Santander,Sucre,5849,2445,3404,Partido Liberal,2052,86,511,324,291,3,538,58,12,52,39,2,13,12,50,1,3,57,Voto en Blanco ,41,0,0,0,0,0,0,0,41,2093,352,162,190,41.8%,58.2%,83.9%,4.2%,24.9%,15.8%,14.2%,0.1%,26.2%,2.8%,0.6%,2.5%,1.9%,0.1%,0.6%,0.6%,2.4%,0.0%,0.1%,2.8%,1.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,85.6%,14.4%,6.6%,7.8%
68780,Santander,Suratá,3136,1821,1315,Cambio Radical,1587,14,847,205,112,4,187,21,6,62,46,4,3,11,4,0,10,51,Voto en Blanco ,24,0,0,0,0,1,0,0,23,1611,210,85,125,58.1%,41.9%,87.1%,0.9%,53.4%,12.9%,7.1%,0.3%,11.8%,1.3%,0.4%,3.9%,2.9%,0.3%,0.2%,0.7%,0.3%,0.0%,0.6%,3.2%,1.3%,0.0%,0.0%,0.0%,0.0%,4.2%,0.0%,0.0%,95.8%,88.5%,11.5%,4.7%,6.9%
68820,Santander,Tona,5227,2789,2438,Partido Liberal,2395,30,580,209,64,5,1208,39,4,75,41,6,7,18,10,1,8,90,Voto en Blanco ,45,0,1,3,1,0,0,0,40,2440,349,192,157,53.4%,46.6%,85.9%,1.3%,24.2%,8.7%,2.7%,0.2%,50.4%,1.6%,0.2%,3.1%,1.7%,0.3%,0.3%,0.8%,0.4%,0.0%,0.3%,3.8%,1.6%,0.0%,2.2%,6.7%,2.2%,0.0%,0.0%,0.0%,88.9%,87.5%,12.5%,6.9%,5.6%
68855,Santander,Valle de San José,4723,2508,2215,Partido Liberal,2167,85,467,201,191,3,661,89,7,167,135,16,6,26,17,1,1,94,Voto en Blanco ,58,0,0,2,0,0,2,0,54,2225,283,147,136,53.1%,46.9%,86.4%,3.9%,21.6%,9.3%,8.8%,0.1%,30.5%,4.1%,0.3%,7.7%,6.2%,0.7%,0.3%,1.2%,0.8%,0.0%,0.0%,4.3%,2.3%,0.0%,0.0%,3.4%,0.0%,0.0%,3.4%,0.0%,93.1%,88.7%,11.3%,5.9%,5.4%
68861,Santander,Vélez,16486,7818,8668,Partido Liberal,6435,200,624,721,355,36,2659,120,183,307,364,40,13,118,137,6,18,534,Voto en Blanco ,287,0,4,2,2,1,0,1,277,6722,1096,553,543,47.4%,52.6%,82.3%,3.1%,9.7%,11.2%,5.5%,0.6%,41.3%,1.9%,2.8%,4.8%,5.7%,0.6%,0.2%,1.8%,2.1%,0.1%,0.3%,8.3%,3.7%,0.0%,1.4%,0.7%,0.7%,0.3%,0.0%,0.3%,96.5%,86.0%,14.0%,7.1%,6.9%
68867,Santander,Vetas,1460,809,651,Centro Democrático,683,3,123,175,164,0,142,11,0,4,6,5,1,2,0,0,6,41,Voto en Blanco ,21,0,0,0,0,0,0,0,21,704,105,59,46,55.4%,44.6%,84.4%,0.4%,18.0%,25.6%,24.0%,0.0%,20.8%,1.6%,0.0%,0.6%,0.9%,0.7%,0.1%,0.3%,0.0%,0.0%,0.9%,6.0%,2.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,87.0%,13.0%,7.3%,5.7%
68872,Santander,Villanueva,6421,3502,2919,Cambio Radical,3160,45,1110,276,178,1,483,204,3,172,538,3,14,12,7,0,29,85,Voto en Blanco ,52,0,2,0,1,0,0,1,48,3212,290,145,145,54.5%,45.5%,90.2%,1.4%,35.1%,8.7%,5.6%,0.0%,15.3%,6.5%,0.1%,5.4%,17.0%,0.1%,0.4%,0.4%,0.2%,0.0%,0.9%,2.7%,1.5%,0.0%,3.8%,0.0%,1.9%,0.0%,0.0%,1.9%,92.3%,91.7%,8.3%,4.1%,4.1%
68895,Santander,Zapatoca,7475,3016,4459,Centro Democrático,2591,81,410,659,149,6,629,38,30,250,54,22,9,24,31,0,9,190,Voto en Blanco ,82,0,1,0,0,0,2,0,79,2673,343,195,148,40.3%,59.7%,85.9%,3.1%,15.8%,25.4%,5.8%,0.2%,24.3%,1.5%,1.2%,9.6%,2.1%,0.8%,0.3%,0.9%,1.2%,0.0%,0.3%,7.3%,2.7%,0.0%,1.2%,0.0%,0.0%,0.0%,2.4%,0.0%,96.3%,88.6%,11.4%,6.5%,4.9%
70001,Sucre,Sincelejo,199857,127956,71901,Cambio Radical,107715,1784,40949,8122,7441,167,6813,5305,1074,2419,13824,137,390,8297,7455,128,207,3203,Voto en Blanco ,2174,31,159,10,5,11,79,18,1861,109889,18067,9073,8994,64.0%,36.0%,84.2%,1.7%,38.0%,7.5%,6.9%,0.2%,6.3%,4.9%,1.0%,2.2%,12.8%,0.1%,0.4%,7.7%,6.9%,0.1%,0.2%,3.0%,1.7%,1.4%,7.3%,0.5%,0.2%,0.5%,3.6%,0.8%,85.6%,85.9%,14.1%,7.1%,7.0%
70110,Sucre,Buenavista,9965,5781,4184,Cambio Radical,5130,59,2287,150,1065,3,562,242,10,47,505,5,14,56,74,0,1,50,Voto en Blanco ,30,0,1,0,0,1,1,0,27,5160,621,362,259,58.0%,42.0%,88.7%,1.2%,44.6%,2.9%,20.8%,0.1%,11.0%,4.7%,0.2%,0.9%,9.8%,0.1%,0.3%,1.1%,1.4%,0.0%,0.0%,1.0%,0.5%,0.0%,3.3%,0.0%,0.0%,3.3%,3.3%,0.0%,90.0%,89.3%,10.7%,6.3%,4.5%
70124,Sucre,Caimito,9181,6459,2722,Partido de la U,5842,28,1387,80,600,2,105,506,1,37,2522,0,493,25,27,3,0,26,Voto en Blanco ,10,0,0,0,0,1,0,0,9,5852,607,308,299,70.4%,29.6%,90.4%,0.5%,23.7%,1.4%,10.3%,0.0%,1.8%,8.7%,0.0%,0.6%,43.2%,0.0%,8.4%,0.4%,0.5%,0.1%,0.0%,0.4%,0.2%,0.0%,0.0%,0.0%,0.0%,10.0%,0.0%,0.0%,90.0%,90.6%,9.4%,4.8%,4.6%
70204,Sucre,Colosó,7210,5232,1978,Cambio Radical,4673,74,2443,107,142,32,112,239,12,30,1248,0,4,78,110,1,5,36,Voto en Blanco ,23,2,0,1,0,0,0,1,19,4696,536,257,279,72.6%,27.4%,89.3%,1.6%,52.3%,2.3%,3.0%,0.7%,2.4%,5.1%,0.3%,0.6%,26.7%,0.0%,0.1%,1.7%,2.4%,0.0%,0.1%,0.8%,0.4%,8.7%,0.0%,4.3%,0.0%,0.0%,0.0%,4.3%,82.6%,89.8%,10.2%,4.9%,5.3%
70215,Sucre,Corozal,46819,30880,15939,Cambio Radical,27660,482,10762,1573,2060,37,1193,2821,120,435,5803,18,36,949,868,15,43,445,Voto en Blanco ,260,1,10,3,2,1,10,3,230,27920,2960,1559,1401,66.0%,34.0%,89.6%,1.7%,38.9%,5.7%,7.4%,0.1%,4.3%,10.2%,0.4%,1.6%,21.0%,0.1%,0.1%,3.4%,3.1%,0.1%,0.2%,1.6%,0.8%,0.4%,3.8%,1.2%,0.8%,0.4%,3.8%,1.2%,88.5%,90.4%,9.6%,5.0%,4.5%
70221,Sucre,Coveñas,11725,7017,4708,Cambio Radical,6022,163,2089,517,820,5,333,1181,24,34,418,3,10,126,156,9,6,128,Voto en Blanco ,84,0,1,0,2,1,3,3,74,6106,911,393,518,59.8%,40.2%,85.8%,2.7%,34.7%,8.6%,13.6%,0.1%,5.5%,19.6%,0.4%,0.6%,6.9%,0.0%,0.2%,2.1%,2.6%,0.1%,0.1%,2.1%,1.2%,0.0%,1.2%,0.0%,2.4%,1.2%,3.6%,3.6%,88.1%,87.0%,13.0%,5.6%,7.4%
70230,Sucre,Chalán,4495,2950,1545,Cambio Radical,2560,42,1318,124,75,100,105,270,1,15,415,0,4,17,46,5,1,22,Voto en Blanco ,35,0,1,0,0,0,0,0,34,2595,355,122,233,65.6%,34.4%,86.8%,1.6%,51.5%,4.8%,2.9%,3.9%,4.1%,10.5%,0.0%,0.6%,16.2%,0.0%,0.2%,0.7%,1.8%,0.2%,0.0%,0.9%,1.2%,0.0%,2.9%,0.0%,0.0%,0.0%,0.0%,0.0%,97.1%,88.0%,12.0%,4.1%,7.9%
70233,Sucre,El Roble,8151,5873,2278,Cambio Radical,5426,33,3486,108,67,2,175,653,6,41,692,0,9,47,88,0,0,19,Voto en Blanco ,9,0,1,0,0,0,0,0,8,5435,438,207,231,72.1%,27.9%,92.4%,0.6%,64.2%,2.0%,1.2%,0.0%,3.2%,12.0%,0.1%,0.8%,12.8%,0.0%,0.2%,0.9%,1.6%,0.0%,0.0%,0.4%,0.2%,0.0%,11.1%,0.0%,0.0%,0.0%,0.0%,0.0%,88.9%,92.5%,7.5%,3.5%,3.9%
70235,Sucre,Galeras,16454,11007,5447,Cambio Radical,10162,131,3713,448,626,9,373,988,6,71,2687,2,14,69,924,0,6,95,Voto en Blanco ,60,0,5,0,1,0,1,0,53,10222,785,383,402,66.9%,33.1%,92.3%,1.3%,36.5%,4.4%,6.2%,0.1%,3.7%,9.7%,0.1%,0.7%,26.4%,0.0%,0.1%,0.7%,9.1%,0.0%,0.1%,0.9%,0.5%,0.0%,8.3%,0.0%,1.7%,0.0%,1.7%,0.0%,88.3%,92.9%,7.1%,3.5%,3.7%
70265,Sucre,Guaranda,13256,7724,5532,Cambio Radical,6952,64,2791,243,1655,3,186,959,3,90,855,0,11,17,45,2,1,27,Voto en Blanco ,28,0,0,1,0,0,0,0,27,6980,744,396,348,58.3%,41.7%,90.0%,0.9%,40.1%,3.5%,23.8%,0.0%,2.7%,13.8%,0.0%,1.3%,12.3%,0.0%,0.2%,0.2%,0.6%,0.0%,0.0%,0.4%,0.4%,0.0%,0.0%,3.6%,0.0%,0.0%,0.0%,0.0%,96.4%,90.4%,9.6%,5.1%,4.5%
70400,Sucre,La Unión,9599,6456,3143,Cambio Radical,5989,50,2123,67,233,1,100,1178,8,65,2016,2,12,35,46,7,0,46,Voto en Blanco ,18,0,0,0,0,1,0,2,15,6007,449,206,243,67.3%,32.7%,92.8%,0.8%,35.4%,1.1%,3.9%,0.0%,1.7%,19.7%,0.1%,1.1%,33.7%,0.0%,0.2%,0.6%,0.8%,0.1%,0.0%,0.8%,0.3%,0.0%,0.0%,0.0%,0.0%,5.6%,0.0%,11.1%,83.3%,93.0%,7.0%,3.2%,3.8%
70418,Sucre,Los Palmitos,18140,13252,4888,Cambio Radical,12318,89,7655,246,255,78,649,776,18,84,2025,4,16,177,158,15,2,71,ASI,149,0,5,2,0,0,74,1,67,12467,785,395,390,73.1%,26.9%,93.0%,0.7%,62.1%,2.0%,2.1%,0.6%,5.3%,6.3%,0.1%,0.7%,16.4%,0.0%,0.1%,1.4%,1.3%,0.1%,0.0%,0.6%,1.1%,0.0%,3.4%,1.3%,0.0%,0.0%,49.7%,0.7%,45.0%,94.1%,5.9%,3.0%,2.9%
70429,Sucre,Majagual,26847,16880,9967,Cambio Radical,15553,176,8064,398,770,2,498,1310,14,93,3844,6,22,46,241,3,1,65,Voto en Blanco ,42,0,2,0,0,0,0,0,40,15595,1285,675,610,62.9%,37.1%,92.1%,1.1%,51.8%,2.6%,5.0%,0.0%,3.2%,8.4%,0.1%,0.6%,24.7%,0.0%,0.1%,0.3%,1.5%,0.0%,0.0%,0.4%,0.2%,0.0%,4.8%,0.0%,0.0%,0.0%,0.0%,0.0%,95.2%,92.4%,7.6%,4.0%,3.6%
70473,Sucre,Morroa,13367,9184,4183,Cambio Radical,8226,98,3346,304,548,36,1212,263,22,101,1842,5,8,162,173,7,11,88,Voto en Blanco ,59,0,3,0,0,1,10,0,45,8285,899,496,403,68.7%,31.3%,89.6%,1.2%,40.7%,3.7%,6.7%,0.4%,14.7%,3.2%,0.3%,1.2%,22.4%,0.1%,0.1%,2.0%,2.1%,0.1%,0.1%,1.1%,0.6%,0.0%,5.1%,0.0%,0.0%,1.7%,16.9%,0.0%,76.3%,90.2%,9.8%,5.4%,4.4%
70508,Sucre,Ovejas,20750,14243,6507,Cambio Radical,13027,395,6277,280,1603,110,372,1239,18,131,2152,21,18,173,171,2,4,61,Voto en Blanco ,38,0,6,6,1,0,2,0,23,13065,1178,570,608,68.6%,31.4%,91.5%,3.0%,48.2%,2.1%,12.3%,0.8%,2.9%,9.5%,0.1%,1.0%,16.5%,0.2%,0.1%,1.3%,1.3%,0.0%,0.0%,0.5%,0.3%,0.0%,15.8%,15.8%,2.6%,0.0%,5.3%,0.0%,60.5%,91.7%,8.3%,4.0%,4.3%
70523,Sucre,Palmito,10082,6971,3111,Cambio Radical,6229,35,3380,138,1210,14,535,147,5,42,548,1,11,46,93,0,1,23,MAIS,48,0,34,2,1,0,0,2,9,6277,694,307,387,69.1%,30.9%,89.4%,0.6%,54.3%,2.2%,19.4%,0.2%,8.6%,2.4%,0.1%,0.7%,8.8%,0.0%,0.2%,0.7%,1.5%,0.0%,0.0%,0.4%,0.7%,0.0%,70.8%,4.2%,2.1%,0.0%,0.0%,4.2%,18.8%,90.0%,10.0%,4.4%,5.6%
70670,Sucre,Sampués,32043,24104,7939,Cambio Radical,21980,132,12210,512,1053,15,622,1094,61,150,4528,4,26,289,1082,3,21,178,MAIS,261,1,183,0,0,1,10,0,66,22241,1863,919,944,75.2%,24.8%,91.2%,0.6%,55.6%,2.3%,4.8%,0.1%,2.8%,5.0%,0.3%,0.7%,20.6%,0.0%,0.1%,1.3%,4.9%,0.0%,0.1%,0.8%,1.1%,0.4%,70.1%,0.0%,0.0%,0.4%,3.8%,0.0%,25.3%,92.3%,7.7%,3.8%,3.9%
70678,Sucre,San Benito Abad,19238,11603,7635,Cambio Radical,10810,78,5918,205,1313,0,297,923,7,56,1891,0,17,57,11,0,0,37,Voto en Blanco ,37,0,2,0,0,0,10,0,25,10847,756,331,425,60.3%,39.7%,93.2%,0.7%,54.7%,1.9%,12.1%,0.0%,2.7%,8.5%,0.1%,0.5%,17.5%,0.0%,0.2%,0.5%,0.1%,0.0%,0.0%,0.3%,0.3%,0.0%,5.4%,0.0%,0.0%,0.0%,27.0%,0.0%,67.6%,93.5%,6.5%,2.9%,3.7%
70702,Sucre,San Juan de Betulia,11463,8565,2898,Cambio Radical,7906,102,4745,254,470,16,214,1048,12,76,640,5,7,122,138,2,3,52,Voto en Blanco ,67,0,5,2,0,0,20,1,39,7973,592,319,273,74.7%,25.3%,92.3%,1.3%,60.0%,3.2%,5.9%,0.2%,2.7%,13.3%,0.2%,1.0%,8.1%,0.1%,0.1%,1.5%,1.7%,0.0%,0.0%,0.7%,0.8%,0.0%,7.5%,3.0%,0.0%,0.0%,29.9%,1.5%,58.2%,93.1%,6.9%,3.7%,3.2%
70708,Sucre,San Marcos,43830,23867,19963,Cambio Radical,21513,225,10022,1103,2497,11,757,1352,41,173,4632,11,85,91,239,20,12,242,Voto en Blanco ,128,1,3,3,0,1,10,2,108,21641,2226,1179,1047,54.5%,45.5%,90.1%,1.0%,46.6%,5.1%,11.6%,0.1%,3.5%,6.3%,0.2%,0.8%,21.5%,0.1%,0.4%,0.4%,1.1%,0.1%,0.1%,1.1%,0.5%,0.8%,2.3%,2.3%,0.0%,0.8%,7.8%,1.6%,84.4%,90.7%,9.3%,4.9%,4.4%
70713,Sucre,San Onofre,42336,23110,19226,Cambio Radical,20129,675,7948,291,3655,10,1227,907,241,326,4301,6,44,135,161,6,8,188,Voto en Blanco ,73,0,3,0,1,0,3,2,64,20202,2908,1388,1520,54.6%,45.4%,87.1%,3.4%,39.5%,1.4%,18.2%,0.0%,6.1%,4.5%,1.2%,1.6%,21.4%,0.0%,0.2%,0.7%,0.8%,0.0%,0.0%,0.9%,0.3%,0.0%,4.1%,0.0%,1.4%,0.0%,4.1%,2.7%,87.7%,87.4%,12.6%,6.0%,6.6%
70717,Sucre,San Pedro,16509,10692,5817,Cambio Radical,9666,127,4341,379,473,10,754,752,37,93,2338,4,23,155,97,2,8,73,Voto en Blanco ,63,2,0,0,0,1,3,1,56,9729,963,432,531,64.8%,35.2%,90.4%,1.3%,44.9%,3.9%,4.9%,0.1%,7.8%,7.8%,0.4%,1.0%,24.2%,0.0%,0.2%,1.6%,1.0%,0.0%,0.1%,0.8%,0.6%,3.2%,0.0%,0.0%,0.0%,1.6%,4.8%,1.6%,88.9%,91.0%,9.0%,4.0%,5.0%
70742,Sucre,San Luis de Sincé,26124,16151,9973,Cambio Radical,14383,110,5267,669,1475,6,1005,837,16,89,3874,8,117,259,387,26,5,233,ASI,175,0,4,0,2,6,81,2,80,14558,1593,756,837,61.8%,38.2%,89.1%,0.8%,36.6%,4.7%,10.3%,0.0%,7.0%,5.8%,0.1%,0.6%,26.9%,0.1%,0.8%,1.8%,2.7%,0.2%,0.0%,1.6%,1.1%,0.0%,2.3%,0.0%,1.1%,3.4%,46.3%,1.1%,45.7%,90.1%,9.9%,4.7%,5.2%
70771,Sucre,Sucre,20857,13292,7565,Cambio Radical,12331,63,7760,300,180,7,236,1246,3,131,2283,0,12,34,18,5,5,48,Voto en Blanco ,17,0,2,0,0,0,0,2,13,12348,944,472,472,63.7%,36.3%,92.8%,0.5%,62.9%,2.4%,1.5%,0.1%,1.9%,10.1%,0.0%,1.1%,18.5%,0.0%,0.1%,0.3%,0.1%,0.0%,0.0%,0.4%,0.1%,0.0%,11.8%,0.0%,0.0%,0.0%,0.0%,11.8%,76.5%,92.9%,7.1%,3.6%,3.6%
70820,Sucre,Santiago de Tolú,23215,13832,9383,Cambio Radical,11423,275,4601,571,767,13,828,1121,70,187,2019,43,30,259,308,9,9,313,Voto en Blanco ,324,0,36,17,2,1,19,1,248,11747,2085,855,1230,59.6%,40.4%,82.6%,2.4%,40.3%,5.0%,6.7%,0.1%,7.2%,9.8%,0.6%,1.6%,17.7%,0.4%,0.3%,2.3%,2.7%,0.1%,0.1%,2.7%,2.3%,0.0%,11.1%,5.2%,0.6%,0.3%,5.9%,0.3%,76.5%,84.9%,15.1%,6.2%,8.9%
70823,Sucre,Tolú Viejo,18495,13200,5295,Cambio Radical,12124,85,5936,217,390,115,1024,254,15,55,3438,7,12,115,386,17,3,55,Voto en Blanco ,68,1,3,0,0,0,20,0,44,12192,1008,536,472,71.4%,28.6%,91.8%,0.7%,49.0%,1.8%,3.2%,0.9%,8.4%,2.1%,0.1%,0.5%,28.4%,0.1%,0.1%,0.9%,3.2%,0.1%,0.0%,0.5%,0.5%,1.5%,4.4%,0.0%,0.0%,0.0%,29.4%,0.0%,64.7%,92.4%,7.6%,4.1%,3.6%
73001,Tolima,Ibagué,405150,205891,199259,Centro Democrático,176598,12191,10037,38616,31473,552,15768,1782,12861,7905,16348,2777,626,7522,4660,153,806,12521,Voto en Blanco ,5478,25,358,57,25,44,87,49,4833,182076,23815,16576,7239,50.8%,49.2%,85.8%,6.9%,5.7%,21.9%,17.8%,0.3%,8.9%,1.0%,7.3%,4.5%,9.3%,1.6%,0.4%,4.3%,2.6%,0.1%,0.5%,7.1%,2.7%,0.5%,6.5%,1.0%,0.5%,0.8%,1.6%,0.9%,88.2%,88.4%,11.6%,8.1%,3.5%
73024,Tolima,Alpujarra,3715,2110,1605,Partido Conservador,1931,20,44,355,1195,0,26,7,6,5,199,2,2,9,36,0,4,21,Voto en Blanco ,15,0,1,0,0,0,0,0,14,1946,164,86,78,56.8%,43.2%,91.5%,1.0%,2.3%,18.4%,61.9%,0.0%,1.3%,0.4%,0.3%,0.3%,10.3%,0.1%,0.1%,0.5%,1.9%,0.0%,0.2%,1.1%,0.7%,0.0%,6.7%,0.0%,0.0%,0.0%,0.0%,0.0%,93.3%,92.2%,7.8%,4.1%,3.7%
73026,Tolima,Alvarado,8556,3992,4564,Partido Liberal,3530,79,310,325,1035,11,1068,10,119,37,358,25,12,29,46,0,4,62,Voto en Blanco ,23,0,0,0,0,0,1,0,22,3553,439,190,249,46.7%,53.3%,88.4%,2.2%,8.8%,9.2%,29.3%,0.3%,30.3%,0.3%,3.4%,1.0%,10.1%,0.7%,0.3%,0.8%,1.3%,0.0%,0.1%,1.8%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,4.3%,0.0%,95.7%,89.0%,11.0%,4.8%,6.2%
73030,Tolima,Ambalema,6886,3202,3684,Cambio Radical,2747,51,1056,173,375,9,167,17,8,31,730,4,5,15,33,0,2,71,Voto en Blanco ,36,0,2,1,0,0,0,1,32,2783,419,205,214,46.5%,53.5%,85.8%,1.9%,38.4%,6.3%,13.7%,0.3%,6.1%,0.6%,0.3%,1.1%,26.6%,0.1%,0.2%,0.5%,1.2%,0.0%,0.1%,2.6%,1.1%,0.0%,5.6%,2.8%,0.0%,0.0%,0.0%,2.8%,88.9%,86.9%,13.1%,6.4%,6.7%
73043,Tolima,Anzoátegui,7728,3178,4550,Partido Conservador,2586,40,191,404,1458,6,78,31,15,41,155,12,2,43,38,1,4,67,Voto en Blanco ,37,0,3,1,0,0,0,0,33,2623,555,209,346,41.1%,58.9%,81.4%,1.5%,7.4%,15.6%,56.4%,0.2%,3.0%,1.2%,0.6%,1.6%,6.0%,0.5%,0.1%,1.7%,1.5%,0.0%,0.2%,2.6%,1.2%,0.0%,8.1%,2.7%,0.0%,0.0%,0.0%,0.0%,89.2%,82.5%,17.5%,6.6%,10.9%
73055,Tolima,Armero,10205,3347,6858,Partido Liberal,2746,37,141,412,480,1,953,27,47,52,307,22,4,29,131,1,1,101,Voto en Blanco ,74,0,13,0,0,0,0,0,61,2820,527,334,193,32.8%,67.2%,82.0%,1.3%,5.1%,15.0%,17.5%,0.0%,34.7%,1.0%,1.7%,1.9%,11.2%,0.8%,0.1%,1.1%,4.8%,0.0%,0.0%,3.7%,2.2%,0.0%,17.6%,0.0%,0.0%,0.0%,0.0%,0.0%,82.4%,84.3%,15.7%,10.0%,5.8%
73067,Tolima,Ataco,15157,7131,8026,Partido Conservador,6147,206,406,1000,3116,10,484,44,12,39,422,34,19,33,233,13,9,67,Voto en Blanco ,47,0,15,1,0,0,0,0,31,6194,937,310,627,47.0%,53.0%,86.2%,3.4%,6.6%,16.3%,50.7%,0.2%,7.9%,0.7%,0.2%,0.6%,6.9%,0.6%,0.3%,0.5%,3.8%,0.2%,0.1%,1.1%,0.7%,0.0%,31.9%,2.1%,0.0%,0.0%,0.0%,0.0%,66.0%,86.9%,13.1%,4.3%,8.8%
73124,Tolima,Cajamarca,16505,5995,10510,Centro Democrático,4720,264,283,1305,706,24,392,38,279,276,436,27,12,253,124,1,20,280,Voto en Blanco ,147,0,6,7,1,0,1,0,132,4867,1128,470,658,36.3%,63.7%,78.7%,5.6%,6.0%,27.6%,15.0%,0.5%,8.3%,0.8%,5.9%,5.8%,9.2%,0.6%,0.3%,5.4%,2.6%,0.0%,0.4%,5.9%,2.5%,0.0%,4.1%,4.8%,0.7%,0.0%,0.7%,0.0%,89.8%,81.2%,18.8%,7.8%,11.0%
73148,Tolima,Carmen de Apicalá,8720,3933,4787,Centro Democrático,3308,59,469,763,579,4,371,29,34,48,535,27,6,26,195,1,11,151,Voto en Blanco ,107,3,10,1,0,0,2,0,91,3415,518,305,213,45.1%,54.9%,84.1%,1.8%,14.2%,23.1%,17.5%,0.1%,11.2%,0.9%,1.0%,1.5%,16.2%,0.8%,0.2%,0.8%,5.9%,0.0%,0.3%,4.6%,2.7%,2.8%,9.3%,0.9%,0.0%,0.0%,1.9%,0.0%,85.0%,86.8%,13.2%,7.8%,5.4%
73152,Tolima,Casabianca,5133,2749,2384,Partido Conservador,2270,23,22,93,1384,2,71,18,18,16,500,25,7,5,56,0,3,27,Voto en Blanco ,13,0,0,0,0,0,0,0,13,2283,466,219,247,53.6%,46.4%,82.6%,1.0%,1.0%,4.1%,61.0%,0.1%,3.1%,0.8%,0.8%,0.7%,22.0%,1.1%,0.3%,0.2%,2.5%,0.0%,0.1%,1.2%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,83.0%,17.0%,8.0%,9.0%
